data,symbol,open,close,high,low,volume
1565395200,ADA_USDT,0.047695,0.051922,0.053392,0.047611,4.07E+07
1565481600,ADA_USDT,0.051922,0.0549,0.055866,0.051669,4.06E+07
1565568000,ADA_USDT,0.0549,0.053071,0.0549,0.052544,4.05E+07
1565654400,ADA_USDT,0.053071,0.052727,0.053237,0.049912,4.04E+07
1565740800,ADA_USDT,0.052727,0.047086,0.05376,0.046986,4.06E+07
1565827200,ADA_USDT,0.047086,0.047358,0.048123,0.044636,4.05E+07
1565913600,ADA_USDT,0.047358,0.04661,0.047548,0.044514,4.06E+07
1566000000,ADA_USDT,0.04661,0.047324,0.048041,0.046194,4.04E+07
1566086400,ADA_USDT,0.047324,0.050612,0.051208,0.046923,4.05E+07
1566172800,ADA_USDT,0.050612,0.050069,0.050793,0.049418,4.06E+07
1566259200,ADA_USDT,0.050069,0.049209,0.050278,0.048814,4.05E+07
1566345600,ADA_USDT,0.049209,0.047306,0.049211,0.045973,5.28E+07
1566432000,ADA_USDT,0.047306,0.049238,0.051201,0.046678,4.23E+07
1566518400,ADA_USDT,0.049238,0.049697,0.050305,0.048783,4.33E+07
1566604800,ADA_USDT,0.049697,0.050165,0.051418,0.048093,5.11E+07
1566691200,ADA_USDT,0.050165,0.049433,0.052653,0.048402,3.90E+07
1566777600,ADA_USDT,0.049433,0.049653,0.050801,0.048706,3.82E+07
1566864000,ADA_USDT,0.049653,0.049898,0.049991,0.048128,1.83E+07
1566950400,ADA_USDT,0.049898,0.045822,0.05039,0.045319,2.47E+07
1567036800,ADA_USDT,0.045822,0.04447,0.045836,0.043171,3.18E+07
1567123200,ADA_USDT,0.04447,0.044735,0.045765,0.044003,2.10E+07
1567209600,ADA_USDT,0.044735,0.044762,0.045466,0.043683,2.26E+07
1567296000,ADA_USDT,0.044762,0.044291,0.045148,0.043498,2.33E+07
1567382400,ADA_USDT,0.044291,0.045302,0.046211,0.043283,3.16E+07
1567468800,ADA_USDT,0.045302,0.046652,0.047408,0.044544,3.38E+07
1567555200,ADA_USDT,0.046652,0.04538,0.046662,0.045024,2.53E+07
1567641600,ADA_USDT,0.04538,0.044383,0.04541,0.043769,1.99E+07
1567728000,ADA_USDT,0.044383,0.04426,0.044678,0.043525,3.57E+07
1567814400,ADA_USDT,0.04426,0.046008,0.046498,0.04363,2.74E+07
1567900800,ADA_USDT,0.046008,0.046567,0.0475,0.045966,3.10E+07
1567987200,ADA_USDT,0.046567,0.046803,0.047197,0.045294,2.95E+07
1568073600,ADA_USDT,0.046803,0.046458,0.048117,0.045637,2.02E+07
1568160000,ADA_USDT,0.046458,0.044906,0.046881,0.044402,2.34E+07
1568246400,ADA_USDT,0.044906,0.045387,0.046236,0.044253,2.97E+07
1568332800,ADA_USDT,0.045387,0.045675,0.045885,0.044865,2.12E+07
1568419200,ADA_USDT,0.045675,0.04642,0.04706,0.044765,2.41E+07
1568505600,ADA_USDT,0.04642,0.046646,0.047066,0.046089,2.66E+07
1568592000,ADA_USDT,0.046646,0.047058,0.047504,0.04567,2.19E+07
1568678400,ADA_USDT,0.047058,0.048812,0.050729,0.046908,2.74E+07
1568764800,ADA_USDT,0.048812,0.053085,0.055558,0.048801,4.59E+07
1568851200,ADA_USDT,0.053085,0.052323,0.054482,0.049503,5.11E+07
1568937600,ADA_USDT,0.052323,0.052546,0.052546,0.050237,3.41E+07
1569024000,ADA_USDT,0.052546,0.051796,0.053301,0.0512,2.71E+07
1569110400,ADA_USDT,0.051796,0.048868,0.051878,0.047662,3.02E+07
1569196800,ADA_USDT,0.048868,0.046109,0.049375,0.046032,2.85E+07
1569283200,ADA_USDT,0.046109,0.037253,0.046535,0.031757,3.30E+07
1569369600,ADA_USDT,0.037253,0.03915,0.040219,0.035922,6.60E+07
1569456000,ADA_USDT,0.03915,0.038129,0.040056,0.035054,3.91E+07
1569542400,ADA_USDT,0.038129,0.039137,0.039731,0.036967,4.00E+07
1569628800,ADA_USDT,0.039137,0.038632,0.039538,0.037931,3.27E+07
1569715200,ADA_USDT,0.038632,0.037214,0.038739,0.036159,2.58E+07
1569801600,ADA_USDT,0.037214,0.038841,0.039229,0.036028,3.74E+07
1569888000,ADA_USDT,0.038841,0.038245,0.039937,0.038096,2.99E+07
1569974400,ADA_USDT,0.038245,0.039237,0.039374,0.037634,2.53E+07
1570060800,ADA_USDT,0.039237,0.038158,0.039559,0.037533,2.67E+07
1570147200,ADA_USDT,0.038158,0.039333,0.040159,0.037461,2.87E+07
1570233600,ADA_USDT,0.039333,0.039599,0.039716,0.038699,2.66E+07
1570320000,ADA_USDT,0.039599,0.038831,0.039953,0.038109,2.48E+07
1570406400,ADA_USDT,0.038831,0.04137,0.041804,0.03813,2.99E+07
1570492800,ADA_USDT,0.04137,0.041243,0.042117,0.040316,3.29E+07
1570579200,ADA_USDT,0.041243,0.042469,0.043417,0.040766,3.34E+07
1570665600,ADA_USDT,0.042469,0.041565,0.042537,0.040643,3.74E+07
1570752000,ADA_USDT,0.041565,0.04012,0.042175,0.040053,3.35E+07
1570838400,ADA_USDT,0.04012,0.040366,0.040858,0.040064,2.45E+07
1570924800,ADA_USDT,0.040366,0.041228,0.041619,0.040328,2.32E+07
1571011200,ADA_USDT,0.041228,0.041634,0.041918,0.040822,2.60E+07
1571097600,ADA_USDT,0.041634,0.039599,0.041835,0.039063,2.83E+07
1571184000,ADA_USDT,0.039599,0.0384,0.039815,0.037553,3.78E+07
1571270400,ADA_USDT,0.0384,0.039318,0.039434,0.037836,3.36E+07
1571356800,ADA_USDT,0.039318,0.037943,0.039451,0.037372,3.49E+07
1571443200,ADA_USDT,0.037943,0.038986,0.039587,0.037565,2.99E+07
1571529600,ADA_USDT,0.038986,0.039448,0.039475,0.038178,3.11E+07
1571616000,ADA_USDT,0.039448,0.039086,0.03945,0.038436,2.82E+07
1571702400,ADA_USDT,0.039086,0.038601,0.039979,0.038521,3.60E+07
1571788800,ADA_USDT,0.038601,0.036356,0.038787,0.035235,4.46E+07
1571875200,ADA_USDT,0.036356,0.037309,0.037868,0.035862,4.05E+07
1571961600,ADA_USDT,0.037309,0.041175,0.041964,0.037226,5.17E+07
1572048000,ADA_USDT,0.041175,0.040502,0.043194,0.039246,7.16E+07
1572134400,ADA_USDT,0.040502,0.042221,0.045,0.03944,4.61E+07
1572220800,ADA_USDT,0.042221,0.042188,0.044781,0.041867,4.85E+07
1572307200,ADA_USDT,0.042188,0.043355,0.043947,0.042005,4.24E+07
1572393600,ADA_USDT,0.043355,0.041672,0.044433,0.041134,3.92E+07
1572480000,ADA_USDT,0.041672,0.041228,0.042276,0.040103,3.73E+07
1572566400,ADA_USDT,0.041228,0.042069,0.04253,0.040869,3.43E+07
1572652800,ADA_USDT,0.042069,0.042321,0.042519,0.041685,2.77E+07
1572739200,ADA_USDT,0.042321,0.041705,0.042502,0.04129,3.01E+07
1572825600,ADA_USDT,0.041705,0.043145,0.043353,0.041346,3.44E+07
1572912000,ADA_USDT,0.043145,0.044156,0.044781,0.043,3.62E+07
1572998400,ADA_USDT,0.044156,0.04482,0.04596,0.043618,3.35E+07
1573084800,ADA_USDT,0.04482,0.043419,0.04488,0.042486,3.23E+07
1573171200,ADA_USDT,0.043419,0.04217,0.043796,0.041157,3.19E+07
1573257600,ADA_USDT,0.04217,0.042401,0.042743,0.042002,2.48E+07
1573344000,ADA_USDT,0.042401,0.04384,0.044092,0.042267,2.87E+07
1573430400,ADA_USDT,0.04384,0.043153,0.043978,0.04233,2.56E+07
1573516800,ADA_USDT,0.043153,0.043673,0.044497,0.043003,3.08E+07
1573603200,ADA_USDT,0.043673,0.043274,0.043851,0.043151,2.26E+07
1573689600,ADA_USDT,0.043274,0.042727,0.043384,0.041995,2.62E+07
1573776000,ADA_USDT,0.042727,0.043852,0.044364,0.041697,3.35E+07
1573862400,ADA_USDT,0.043852,0.043889,0.04441,0.043172,3.13E+07
1573948800,ADA_USDT,0.043889,0.044946,0.045826,0.043095,3.24E+07
1574035200,ADA_USDT,0.044946,0.043163,0.046107,0.042912,3.73E+07
1574121600,ADA_USDT,0.043163,0.042067,0.043422,0.041051,3.79E+07
1574208000,ADA_USDT,0.042067,0.040871,0.04237,0.040283,3.40E+07
1574294400,ADA_USDT,0.040871,0.038352,0.041067,0.037233,3.91E+07
1574380800,ADA_USDT,0.038352,0.037028,0.038659,0.034141,6.15E+07
1574467200,ADA_USDT,0.037028,0.037877,0.038288,0.036445,3.57E+07
1574553600,ADA_USDT,0.037877,0.035016,0.038597,0.03488,4.19E+07
1574640000,ADA_USDT,0.035016,0.035868,0.037307,0.032897,5.14E+07
1574726400,ADA_USDT,0.035868,0.036693,0.03711,0.035379,3.45E+07
1574812800,ADA_USDT,0.036693,0.039018,0.039801,0.035152,4.24E+07
1574899200,ADA_USDT,0.039018,0.039003,0.039776,0.038302,3.51E+07
1574985600,ADA_USDT,0.039003,0.041264,0.041921,0.039003,4.21E+07
1575072000,ADA_USDT,0.041264,0.040353,0.042055,0.039768,3.73E+07
1575158400,ADA_USDT,0.040353,0.039547,0.040353,0.03819,3.98E+07
1575244800,ADA_USDT,0.039547,0.037948,0.039569,0.037424,3.18E+07
1575331200,ADA_USDT,0.037948,0.037726,0.038761,0.037339,2.93E+07
1575417600,ADA_USDT,0.037726,0.037091,0.03857,0.036213,4.43E+07
1575504000,ADA_USDT,0.037091,0.037583,0.03811,0.036736,3.38E+07
1575590400,ADA_USDT,0.037583,0.038211,0.03827,0.03709,3.08E+07
1575676800,ADA_USDT,0.038211,0.038399,0.039073,0.037932,3.36E+07
1575763200,ADA_USDT,0.038399,0.038723,0.038844,0.037923,2.91E+07
1575849600,ADA_USDT,0.038723,0.037263,0.038761,0.036917,3.19E+07
1575936000,ADA_USDT,0.037263,0.036352,0.037393,0.036021,3.23E+07
1576022400,ADA_USDT,0.036352,0.036626,0.037142,0.036094,3.03E+07
1576108800,ADA_USDT,0.036626,0.036499,0.036885,0.03593,3.36E+07
1576195200,ADA_USDT,0.036499,0.037177,0.037353,0.036402,2.97E+07
1576281600,ADA_USDT,0.037177,0.036231,0.037299,0.035746,3.03E+07
1576368000,ADA_USDT,0.036231,0.036476,0.036634,0.035793,2.75E+07
1576454400,ADA_USDT,0.036476,0.034129,0.036522,0.033221,3.66E+07
1576540800,ADA_USDT,0.034129,0.031663,0.034132,0.031169,4.50E+07
1576627200,ADA_USDT,0.031663,0.034329,0.034621,0.030361,5.43E+07
1576713600,ADA_USDT,0.034329,0.033039,0.034686,0.03283,4.33E+07
1576800000,ADA_USDT,0.033039,0.033884,0.033885,0.032581,3.53E+07
1576886400,ADA_USDT,0.033884,0.033038,0.033903,0.032817,3.05E+07
1576972800,ADA_USDT,0.033038,0.034341,0.034458,0.032995,3.71E+07
1577059200,ADA_USDT,0.034341,0.033103,0.034563,0.032905,3.72E+07
1577145600,ADA_USDT,0.033103,0.033856,0.034512,0.032811,4.10E+07
1577232000,ADA_USDT,0.033856,0.033362,0.034011,0.032886,3.18E+07
1577318400,ADA_USDT,0.033362,0.03414,0.034901,0.033294,3.45E+07
1577404800,ADA_USDT,0.03414,0.032892,0.034343,0.031649,3.43E+07
1577491200,ADA_USDT,0.032892,0.033632,0.03418,0.032827,3.70E+07
1577577600,ADA_USDT,0.033632,0.034123,0.034615,0.033345,3.21E+07
1577664000,ADA_USDT,0.034123,0.033393,0.034372,0.033154,3.22E+07
1577750400,ADA_USDT,0.033393,0.032848,0.033821,0.032786,3.24E+07
1577836800,ADA_USDT,0.032848,0.033501,0.033759,0.032724,2.96E+07
1577923200,ADA_USDT,0.033501,0.032676,0.033501,0.032222,3.13E+07
1578009600,ADA_USDT,0.032676,0.034145,0.034415,0.032342,3.95E+07
1578096000,ADA_USDT,0.034145,0.034362,0.034456,0.033744,2.89E+07
1578182400,ADA_USDT,0.034362,0.034619,0.035271,0.034193,2.90E+07
1578268800,ADA_USDT,0.034619,0.037307,0.037338,0.034362,3.22E+07
1578355200,ADA_USDT,0.037307,0.037007,0.037973,0.036375,3.76E+07
1578441600,ADA_USDT,0.037007,0.036302,0.038662,0.035798,4.67E+07
1578528000,ADA_USDT,0.036302,0.036179,0.03634,0.035486,3.29E+07
1578614400,ADA_USDT,0.036179,0.036917,0.037077,0.034692,3.76E+07
1578700800,ADA_USDT,0.036917,0.036767,0.037774,0.036398,3.74E+07
1578787200,ADA_USDT,0.036767,0.03787,0.03787,0.036538,3.47E+07
1578873600,ADA_USDT,0.03787,0.036828,0.037871,0.036709,3.27E+07
1578960000,ADA_USDT,0.036828,0.04169,0.042737,0.036808,4.71E+07
1579046400,ADA_USDT,0.04169,0.042718,0.043197,0.040026,5.15E+07
1579132800,ADA_USDT,0.042718,0.041622,0.043258,0.040086,4.17E+07
1579219200,ADA_USDT,0.041622,0.044953,0.045884,0.041134,4.67E+07
1579305600,ADA_USDT,0.044953,0.044893,0.045793,0.043167,4.28E+07
1579392000,ADA_USDT,0.044893,0.042007,0.045982,0.041268,4.15E+07
1579478400,ADA_USDT,0.042007,0.043862,0.044341,0.041961,3.71E+07
1579564800,ADA_USDT,0.043862,0.046055,0.04677,0.043477,4.40E+07
1579651200,ADA_USDT,0.046055,0.045773,0.04652,0.045273,3.68E+07
1579737600,ADA_USDT,0.045773,0.043162,0.045862,0.042129,3.94E+07
1579824000,ADA_USDT,0.043162,0.044962,0.045336,0.041375,3.91E+07
1579910400,ADA_USDT,0.044962,0.043141,0.045211,0.042937,3.37E+07
1579996800,ADA_USDT,0.043141,0.044708,0.044708,0.042878,3.35E+07
1580083200,ADA_USDT,0.044708,0.047876,0.048983,0.044065,3.84E+07
1580169600,ADA_USDT,0.047876,0.052933,0.0546,0.047452,4.96E+07
1580256000,ADA_USDT,0.052933,0.053351,0.05765,0.052566,5.20E+07
1580342400,ADA_USDT,0.053351,0.05622,0.057227,0.052244,4.31E+07
1580428800,ADA_USDT,0.05622,0.053884,0.056762,0.052089,4.22E+07
1580515200,ADA_USDT,0.053884,0.056107,0.057181,0.053083,4.15E+07
1580601600,ADA_USDT,0.056107,0.055657,0.058629,0.054937,4.49E+07
1580688000,ADA_USDT,0.055657,0.057026,0.057761,0.055369,3.62E+07
1580774400,ADA_USDT,0.057026,0.055942,0.057849,0.053946,4.30E+07
1580860800,ADA_USDT,0.055942,0.059307,0.060086,0.055567,4.31E+07
1580947200,ADA_USDT,0.059307,0.060043,0.060803,0.05811,3.71E+07
1581033600,ADA_USDT,0.060043,0.059884,0.062669,0.059533,3.84E+07
1581120000,ADA_USDT,0.059884,0.060091,0.06133,0.057154,3.50E+07
